date,product_id,product_name,category,sales_qty,unit_price,stock_on_hand,reorder_point,promo,supplier_lead_days
2025-12-02,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,13,14999,116,30,0,14
2025-12-02,SKU-107,Apple Watch Series 10 Sport Band,Wearables,102,4999,274,60,1,10
2025-12-02,SKU-104,Meta Quest 4 VR Headset,Gaming,3,49999,64,20,0,21
2025-12-02,SKU-114,GoPro Hero 13 Black,Cameras,9,54999,64,25,1,18
2025-12-03,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,90,1299,252,100,0,7
2025-12-03,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,21,12999,46,50,1,10
2025-12-03,SKU-112,Steam Deck OLED 1TB,Gaming,7,64999,24,15,0,21
2025-12-03,SKU-103,AirPods Pro 3 (2026),Audio,24,28999,111,40,1,14
2025-12-03,SKU-104,Meta Quest 4 VR Headset,Gaming,3,49999,61,20,1,21
2025-12-03,SKU-109,Anker Prime Power Bank 27650mAh,Charging,37,8999,124,50,1,10
2025-12-04,SKU-114,GoPro Hero 13 Black,Cameras,6,54999,58,25,0,18
2025-12-04,SKU-104,Meta Quest 4 VR Headset,Gaming,10,49999,51,20,1,21
2025-12-04,SKU-106,Sony WH-1000XM6 Headphones,Audio,19,34999,91,30,0,12
2025-12-04,SKU-112,Steam Deck OLED 1TB,Gaming,2,64999,22,15,0,21
2025-12-04,SKU-113,DJI Mini 4 Pro Drone,Drones,1,89999,0,10,1,28
2025-12-04,SKU-108,Tesla Wireless Charging Pad 45W,Charging,25,5999,67,50,0,8
2025-12-05,SKU-105,Google Pixel 9 Pro Fold Case,Mobile Accessories,120,1499,0,80,0,7
2025-12-05,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,50,9999,26,40,0,12
2025-12-05,SKU-107,Apple Watch Series 10 Sport Band,Wearables,85,4999,189,60,0,10
2025-12-06,SKU-113,DJI Mini 4 Pro Drone,Drones,1,89999,49,10,0,28
2025-12-06,SKU-112,Steam Deck OLED 1TB,Gaming,1,64999,21,15,1,21
2025-12-06,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,86,599,503,150,0,5
2025-12-06,SKU-108,Tesla Wireless Charging Pad 45W,Charging,41,5999,26,50,0,8
2025-12-06,SKU-109,Anker Prime Power Bank 27650mAh,Charging,67,8999,57,50,0,10
2025-12-07,SKU-114,GoPro Hero 13 Black,Cameras,10,54999,48,25,0,18
2025-12-07,SKU-107,Apple Watch Series 10 Sport Band,Wearables,45,4999,144,60,0,10
2025-12-07,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,28,9999,178,40,0,12
2025-12-08,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,59,599,444,150,0,5
2025-12-08,SKU-106,Sony WH-1000XM6 Headphones,Audio,8,34999,83,30,0,12
2025-12-08,SKU-105,Google Pixel 9 Pro Fold Case,Mobile Accessories,43,1499,357,80,0,7
2025-12-08,SKU-114,GoPro Hero 13 Black,Cameras,6,54999,42,25,0,18
2025-12-08,SKU-113,DJI Mini 4 Pro Drone,Drones,3,89999,46,10,1,28
2025-12-09,SKU-109,Anker Prime Power Bank 27650mAh,Charging,18,8999,39,50,0,10
2025-12-09,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,43,12999,3,50,0,10
2025-12-09,SKU-114,GoPro Hero 13 Black,Cameras,4,54999,38,25,1,18
2025-12-10,SKU-106,Sony WH-1000XM6 Headphones,Audio,8,34999,75,30,0,12
2025-12-10,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,16,9999,162,40,1,12
2025-12-10,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,50,1299,202,100,0,7
2025-12-11,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,45,9999,117,40,0,12
2025-12-11,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,94,1299,108,100,1,7
2025-12-11,SKU-106,Sony WH-1000XM6 Headphones,Audio,6,34999,69,30,0,12
2025-12-11,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,21,14999,95,30,0,14
2025-12-11,SKU-104,Meta Quest 4 VR Headset,Gaming,11,49999,40,20,0,21
2025-12-11,SKU-109,Anker Prime Power Bank 27650mAh,Charging,46,8999,193,50,0,10
2025-12-12,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,84,9999,33,40,1,12
2025-12-12,SKU-113,DJI Mini 4 Pro Drone,Drones,11,89999,35,10,1,28
2025-12-12,SKU-105,Google Pixel 9 Pro Fold Case,Mobile Accessories,47,1499,310,80,0,7
2025-12-13,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,126,599,318,150,0,5
2025-12-13,SKU-105,Google Pixel 9 Pro Fold Case,Mobile Accessories,102,1499,208,80,0,7
2025-12-13,SKU-107,Apple Watch Series 10 Sport Band,Wearables,117,4999,27,60,0,10
2025-12-13,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,54,1299,54,100,0,7
2025-12-14,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,32,1299,22,100,0,7
2025-12-14,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,55,14999,40,30,1,14
2025-12-14,SKU-114,GoPro Hero 13 Black,Cameras,4,54999,34,25,0,18
2025-12-14,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,43,12999,180,50,0,10
2025-12-14,SKU-109,Anker Prime Power Bank 27650mAh,Charging,42,8999,151,50,0,10
2025-12-14,SKU-113,DJI Mini 4 Pro Drone,Drones,4,89999,31,10,0,28
2025-12-15,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,35,1299,487,100,0,7
2025-12-15,SKU-103,AirPods Pro 3 (2026),Audio,25,28999,86,40,1,14
2025-12-15,SKU-112,Steam Deck OLED 1TB,Gaming,11,64999,10,15,0,21
2025-12-15,SKU-109,Anker Prime Power Bank 27650mAh,Charging,26,8999,125,50,0,10
2025-12-16,SKU-108,Tesla Wireless Charging Pad 45W,Charging,45,5999,231,50,0,8
2025-12-16,SKU-103,AirPods Pro 3 (2026),Audio,46,28999,40,40,1,14
2025-12-16,SKU-107,Apple Watch Series 10 Sport Band,Wearables,53,4999,274,60,1,10
2025-12-16,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,36,12999,144,50,1,10
2025-12-16,SKU-113,DJI Mini 4 Pro Drone,Drones,7,89999,24,10,0,28
2025-12-17,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,86,1299,401,100,0,7
2025-12-17,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,29,14999,11,30,1,14
2025-12-17,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,64,599,254,150,0,5
2025-12-17,SKU-104,Meta Quest 4 VR Headset,Gaming,13,49999,27,20,1,21
2025-12-18,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,59,1299,342,100,1,7
2025-12-18,SKU-109,Anker Prime Power Bank 27650mAh,Charging,47,8999,78,50,0,10
2025-12-18,SKU-106,Sony WH-1000XM6 Headphones,Audio,15,34999,54,30,0,12
2025-12-19,SKU-108,Tesla Wireless Charging Pad 45W,Charging,61,5999,170,50,0,8
2025-12-19,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,46,12999,98,50,0,10
2025-12-19,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,80,1299,262,100,1,7
2025-12-19,SKU-109,Anker Prime Power Bank 27650mAh,Charging,65,8999,13,50,0,10
2025-12-19,SKU-114,GoPro Hero 13 Black,Cameras,7,54999,27,25,0,18
2025-12-19,SKU-107,Apple Watch Series 10 Sport Band,Wearables,97,4999,177,60,1,10
2025-12-20,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,106,599,148,150,0,5
2025-12-20,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,45,12999,53,50,1,10
2025-12-20,SKU-107,Apple Watch Series 10 Sport Band,Wearables,37,4999,140,60,1,10
2025-12-20,SKU-103,AirPods Pro 3 (2026),Audio,30,28999,10,40,0,14
2025-12-20,SKU-106,Sony WH-1000XM6 Headphones,Audio,33,34999,21,30,0,12
2025-12-20,SKU-104,Meta Quest 4 VR Headset,Gaming,2,49999,25,20,0,21
2025-12-21,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,20,9999,13,40,0,12
2025-12-21,SKU-104,Meta Quest 4 VR Headset,Gaming,3,49999,22,20,0,21
2025-12-21,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,62,1299,200,100,1,7
2025-12-21,SKU-106,Sony WH-1000XM6 Headphones,Audio,8,34999,13,30,0,12
2025-12-21,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,44,599,104,150,1,5
2025-12-22,SKU-114,GoPro Hero 13 Black,Cameras,11,54999,16,25,0,18
2025-12-22,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,15,14999,146,30,0,14
2025-12-22,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,34,12999,19,50,0,10
2025-12-23,SKU-106,Sony WH-1000XM6 Headphones,Audio,33,34999,100,30,1,12
2025-12-23,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,48,9999,145,40,0,12
2025-12-23,SKU-103,AirPods Pro 3 (2026),Audio,13,28999,147,40,0,14
2025-12-23,SKU-108,Tesla Wireless Charging Pad 45W,Charging,37,5999,133,50,0,8
2025-12-23,SKU-105,Google Pixel 9 Pro Fold Case,Mobile Accessories,74,1499,134,80,0,7
2025-12-23,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,46,14999,100,30,0,14
2025-12-24,SKU-114,GoPro Hero 13 Black,Cameras,7,54999,9,25,0,18
2025-12-24,SKU-104,Meta Quest 4 VR Headset,Gaming,1,49999,21,20,0,21
2025-12-24,SKU-107,Apple Watch Series 10 Sport Band,Wearables,68,4999,72,60,0,10
2025-12-24,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,39,599,65,150,1,5
2025-12-25,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,84,599,681,150,1,5
2025-12-25,SKU-107,Apple Watch Series 10 Sport Band,Wearables,78,4999,294,60,0,10
2025-12-25,SKU-108,Tesla Wireless Charging Pad 45W,Charging,29,5999,104,50,1,8
2025-12-25,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,30,14999,70,30,1,14
2025-12-25,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,76,12999,163,50,0,10
2025-12-25,SKU-105,Google Pixel 9 Pro Fold Case,Mobile Accessories,33,1499,101,80,0,7
2025-12-26,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,42,599,639,150,0,5
2025-12-26,SKU-108,Tesla Wireless Charging Pad 45W,Charging,45,5999,59,50,1,8
2025-12-26,SKU-114,GoPro Hero 13 Black,Cameras,12,54999,97,25,1,18
2025-12-26,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,51,12999,112,50,0,10
2025-12-27,SKU-103,AirPods Pro 3 (2026),Audio,28,28999,119,40,0,14
2025-12-27,SKU-105,Google Pixel 9 Pro Fold Case,Mobile Accessories,62,1499,39,80,0,7
2025-12-27,SKU-107,Apple Watch Series 10 Sport Band,Wearables,44,4999,250,60,0,10
2025-12-27,SKU-113,DJI Mini 4 Pro Drone,Drones,12,89999,12,10,0,28
2025-12-27,SKU-108,Tesla Wireless Charging Pad 45W,Charging,18,5999,41,50,0,8
2025-12-28,SKU-107,Apple Watch Series 10 Sport Band,Wearables,78,4999,172,60,0,10
2025-12-28,SKU-106,Sony WH-1000XM6 Headphones,Audio,6,34999,94,30,1,12
2025-12-28,SKU-114,GoPro Hero 13 Black,Cameras,2,54999,95,25,0,18
2025-12-28,SKU-105,Google Pixel 9 Pro Fold Case,Mobile Accessories,85,1499,354,80,0,7
2025-12-28,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,50,1299,150,100,0,7
2025-12-29,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,40,9999,105,40,0,12
2025-12-29,SKU-112,Steam Deck OLED 1TB,Gaming,8,64999,2,15,0,21
2025-12-29,SKU-108,Tesla Wireless Charging Pad 45W,Charging,23,5999,18,50,0,8
2025-12-29,SKU-106,Sony WH-1000XM6 Headphones,Audio,7,34999,87,30,0,12
2025-12-30,SKU-114,GoPro Hero 13 Black,Cameras,7,54999,88,25,0,18
2025-12-30,SKU-104,Meta Quest 4 VR Headset,Gaming,11,49999,10,20,0,21
2025-12-30,SKU-113,DJI Mini 4 Pro Drone,Drones,2,89999,10,10,0,28
2025-12-30,SKU-108,Tesla Wireless Charging Pad 45W,Charging,11,5999,7,50,0,8
2025-12-31,SKU-104,Meta Quest 4 VR Headset,Gaming,15,49999,75,20,0,21
2025-12-31,SKU-103,AirPods Pro 3 (2026),Audio,20,28999,99,40,1,14
2025-12-31,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,51,12999,61,50,1,10
2026-01-01,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,51,599,588,150,1,5
2026-01-01,SKU-105,Google Pixel 9 Pro Fold Case,Mobile Accessories,53,1499,301,80,0,7
2026-01-01,SKU-112,Steam Deck OLED 1TB,Gaming,18,64999,44,15,0,21
2026-01-01,SKU-104,Meta Quest 4 VR Headset,Gaming,19,49999,56,20,1,21
2026-01-01,SKU-109,Anker Prime Power Bank 27650mAh,Charging,21,8999,192,50,0,10
2026-01-02,SKU-105,Google Pixel 9 Pro Fold Case,Mobile Accessories,75,1499,226,80,0,7
2026-01-02,SKU-109,Anker Prime Power Bank 27650mAh,Charging,50,8999,142,50,0,10
2026-01-02,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,18,14999,52,30,1,14
2026-01-02,SKU-106,Sony WH-1000XM6 Headphones,Audio,17,34999,70,30,0,12
2026-01-02,SKU-108,Tesla Wireless Charging Pad 45W,Charging,48,5999,209,50,1,8
2026-01-03,SKU-103,AirPods Pro 3 (2026),Audio,33,28999,66,40,0,14
2026-01-03,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,30,14999,22,30,0,14
2026-01-03,SKU-109,Anker Prime Power Bank 27650mAh,Charging,22,8999,120,50,0,10
2026-01-04,SKU-112,Steam Deck OLED 1TB,Gaming,7,64999,37,15,1,21
2026-01-04,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,43,14999,129,30,0,14
2026-01-04,SKU-103,AirPods Pro 3 (2026),Audio,15,28999,51,40,0,14
2026-01-04,SKU-109,Anker Prime Power Bank 27650mAh,Charging,21,8999,99,50,0,10
2026-01-04,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,50,599,538,150,0,5
2026-01-04,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,62,1299,88,100,0,7
2026-01-05,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,56,1299,32,100,0,7
2026-01-05,SKU-108,Tesla Wireless Charging Pad 45W,Charging,47,5999,162,50,0,8
2026-01-05,SKU-103,AirPods Pro 3 (2026),Audio,11,28999,40,40,0,14
2026-01-05,SKU-105,Google Pixel 9 Pro Fold Case,Mobile Accessories,22,1499,204,80,0,7
2026-01-06,SKU-113,DJI Mini 4 Pro Drone,Drones,9,89999,1,10,0,28
2026-01-06,SKU-109,Anker Prime Power Bank 27650mAh,Charging,23,8999,76,50,0,10
2026-01-06,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,77,1299,455,100,0,7
2026-01-06,SKU-107,Apple Watch Series 10 Sport Band,Wearables,65,4999,107,60,0,10
2026-01-06,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,75,599,463,150,1,5
2026-01-06,SKU-112,Steam Deck OLED 1TB,Gaming,2,64999,35,15,0,21
2026-01-07,SKU-104,Meta Quest 4 VR Headset,Gaming,11,49999,45,20,0,21
2026-01-07,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,30,12999,31,50,0,10
2026-01-07,SKU-109,Anker Prime Power Bank 27650mAh,Charging,35,8999,41,50,0,10
2026-01-07,SKU-114,GoPro Hero 13 Black,Cameras,9,54999,79,25,0,18
2026-01-08,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,34,9999,71,40,0,12
2026-01-08,SKU-105,Google Pixel 9 Pro Fold Case,Mobile Accessories,44,1499,160,80,0,7
2026-01-08,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,90,599,373,150,1,5
2026-01-08,SKU-113,DJI Mini 4 Pro Drone,Drones,5,89999,46,10,0,28
2026-01-08,SKU-106,Sony WH-1000XM6 Headphones,Audio,26,34999,44,30,0,12
2026-01-09,SKU-108,Tesla Wireless Charging Pad 45W,Charging,22,5999,140,50,0,8
2026-01-09,SKU-107,Apple Watch Series 10 Sport Band,Wearables,51,4999,56,60,1,10
2026-01-09,SKU-114,GoPro Hero 13 Black,Cameras,4,54999,75,25,0,18
2026-01-09,SKU-109,Anker Prime Power Bank 27650mAh,Charging,63,8999,178,50,0,10
2026-01-09,SKU-103,AirPods Pro 3 (2026),Audio,16,28999,24,40,0,14
2026-01-09,SKU-104,Meta Quest 4 VR Headset,Gaming,13,49999,32,20,0,21
2026-01-10,SKU-109,Anker Prime Power Bank 27650mAh,Charging,58,8999,120,50,1,10
2026-01-10,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,74,599,299,150,1,5
2026-01-10,SKU-107,Apple Watch Series 10 Sport Band,Wearables,50,4999,6,60,0,10
2026-01-10,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,99,1299,356,100,0,7
2026-01-11,SKU-112,Steam Deck OLED 1TB,Gaming,9,64999,26,15,0,21
2026-01-11,SKU-107,Apple Watch Series 10 Sport Band,Wearables,70,4999,236,60,0,10
2026-01-11,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,29,9999,42,40,0,12
2026-01-11,SKU-105,Google Pixel 9 Pro Fold Case,Mobile Accessories,100,1499,60,80,1,7
2026-01-12,SKU-108,Tesla Wireless Charging Pad 45W,Charging,33,5999,107,50,0,8
2026-01-12,SKU-113,DJI Mini 4 Pro Drone,Drones,2,89999,44,10,0,28
2026-01-12,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,23,599,276,150,0,5
2026-01-12,SKU-106,Sony WH-1000XM6 Headphones,Audio,13,34999,31,30,0,12
2026-01-12,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,11,14999,118,30,0,14
2026-01-13,SKU-107,Apple Watch Series 10 Sport Band,Wearables,84,4999,152,60,0,10
2026-01-13,SKU-112,Steam Deck OLED 1TB,Gaming,3,64999,23,15,0,21
2026-01-13,SKU-108,Tesla Wireless Charging Pad 45W,Charging,22,5999,85,50,0,8
2026-01-13,SKU-104,Meta Quest 4 VR Headset,Gaming,6,49999,26,20,0,21
2026-01-13,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,54,9999,168,40,1,12
2026-01-14,SKU-109,Anker Prime Power Bank 27650mAh,Charging,28,8999,92,50,0,10
2026-01-14,SKU-112,Steam Deck OLED 1TB,Gaming,3,64999,20,15,0,21
2026-01-14,SKU-104,Meta Quest 4 VR Headset,Gaming,9,49999,17,20,0,21
2026-01-15,SKU-103,AirPods Pro 3 (2026),Audio,23,28999,1,40,0,14
2026-01-15,SKU-112,Steam Deck OLED 1TB,Gaming,2,64999,18,15,0,21
2026-01-15,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,34,14999,84,30,0,14
2026-01-15,SKU-109,Anker Prime Power Bank 27650mAh,Charging,14,8999,78,50,0,10
2026-01-15,SKU-108,Tesla Wireless Charging Pad 45W,Charging,13,5999,72,50,0,8
2026-01-15,SKU-104,Meta Quest 4 VR Headset,Gaming,4,49999,13,20,0,21
2026-01-16,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,40,9999,128,40,0,12
2026-01-16,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,19,12999,12,50,0,10
2026-01-16,SKU-113,DJI Mini 4 Pro Drone,Drones,7,89999,37,10,0,28
2026-01-16,SKU-109,Anker Prime Power Bank 27650mAh,Charging,23,8999,55,50,0,10
2026-01-17,SKU-107,Apple Watch Series 10 Sport Band,Wearables,140,4999,12,60,1,10
2026-01-17,SKU-102,Samsung Galaxy S25 Ultra Screen Protector,Mobile Accessories,73,599,203,150,0,5
2026-01-17,SKU-113,DJI Mini 4 Pro Drone,Drones,7,89999,30,10,0,28
2026-01-17,SKU-104,Meta Quest 4 VR Headset,Gaming,12,49999,1,20,0,21
2026-01-17,SKU-108,Tesla Wireless Charging Pad 45W,Charging,23,5999,49,50,0,8
2026-01-18,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,40,12999,192,50,0,10
2026-01-18,SKU-112,Steam Deck OLED 1TB,Gaming,4,64999,14,15,0,21
2026-01-18,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,45,9999,83,40,0,12
2026-01-18,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,81,1299,275,100,1,7
2026-01-19,SKU-101,iPhone 16 Pro Max Case,Mobile Accessories,53,1299,222,100,0,7
2026-01-19,SKU-106,Sony WH-1000XM6 Headphones,Audio,16,34999,15,30,0,12
2026-01-19,SKU-111,Razer Viper V3 Pro Gaming Mouse,Gaming,47,14999,37,30,0,14
2026-01-19,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,16,9999,67,40,0,12
2026-01-19,SKU-105,Google Pixel 9 Pro Fold Case,Mobile Accessories,43,1499,17,80,0,7
2026-01-20,SKU-112,Steam Deck OLED 1TB,Gaming,1,64999,13,15,0,21
2026-01-20,SKU-107,Apple Watch Series 10 Sport Band,Wearables,51,4999,261,60,0,10
2026-01-20,SKU-110,Logitech MX Master 4S Mouse,PC Accessories,18,9999,49,40,0,12
2026-01-20,SKU-115,Nothing Ear 2 Pro TWS Earbuds,Audio,50,12999,142,50,0,10
2026-01-20,SKU-104,Meta Quest 4 VR Headset,Gaming,2,49999,79,20,0,21
2026-01-20,SKU-109,Anker Prime Power Bank 27650mAh,Charging,42,8999,13,50,0,10
2026-01-21,SKU-107,Apple Watch Series 10 Sport Band,Wearables,44,4999,217,60,1,10
